fname,label
clip_0c3f4fd5e.wav,7
clip_f3bf08295.wav,10
clip_30f2cce29.wav,11
clip_8b6e200fa.wav,10
clip_03a294843.wav,3
clip_363c19acb.wav,10
clip_c49a70cee.wav,10
clip_161b8dbe6.wav,11
clip_d0ae52772.wav,10
clip_066986dc1.wav,10
clip_5e4aa9ba4.wav,11
clip_81cda566e.wav,10
clip_d9c2403e1.wav,6
clip_ea2359f91.wav,6
clip_190fbb348.wav,10
clip_3d5d31113.wav,11
clip_e151b04f6.wav,11
clip_95c11b9b0.wav,10
clip_6f9ec530b.wav,11
clip_bb07a34c6.wav,7
clip_5ddf25c1e.wav,10
clip_465e0a852.wav,11
clip_9276227fd.wav,10
clip_48ca62fc5.wav,10
clip_de2e57969.wav,10
clip_225f38104.wav,7
clip_56497ee5b.wav,11
clip_0a8a8079f.wav,10
clip_e8b232267.wav,11
clip_534edb061.wav,10
clip_8186b1379.wav,11
clip_18413d7db.wav,7
clip_ad0e8a75b.wav,10
clip_16aa418a3.wav,10
clip_1f2607177.wav,10
clip_d27abb82b.wav,11
clip_e6de302b6.wav,7
clip_4af6e18f5.wav,7
clip_120424a99.wav,10
clip_d7de9ec6f.wav,6
clip_939e3348d.wav,10
clip_10de4bbe7.wav,11
clip_195bd6b58.wav,10
clip_ead180623.wav,11
clip_131616686.wav,11
clip_e8fac78ef.wav,7
clip_dcbd00363.wav,10
clip_d0ecc62f9.wav,10
clip_5887605e0.wav,11
clip_4345763c5.wav,11
clip_6f91c9ca2.wav,11
clip_c16d68f0c.wav,10
clip_82e02c120.wav,10
clip_b818e0973.wav,10
clip_de6c7abe2.wav,11
clip_0af14470c.wav,10
clip_176543600.wav,10
clip_cb9037da6.wav,11
clip_0a9ec5f22.wav,11
clip_02c7660eb.wav,10
clip_7fe6bbb74.wav,11
clip_eb79255a4.wav,11
clip_8adcf6984.wav,10
clip_ffb143ac8.wav,11
clip_05f62b4ed.wav,10
clip_ca0bace81.wav,10
clip_5fa1108ec.wav,10
clip_875a577d2.wav,10
clip_623029ba8.wav,11
clip_b98e257be.wav,11
clip_348133919.wav,7
clip_212f9f67e.wav,11
clip_6c9ce4262.wav,10
clip_013d4e6d8.wav,11
clip_79c8b09d6.wav,11
clip_0dbc03fe4.wav,10
clip_3738b2548.wav,11
clip_3a73290f1.wav,11
clip_d0857461c.wav,3
clip_b8a7674aa.wav,11
clip_7c49e1bab.wav,6
clip_fed6c4bd0.wav,10
clip_6263b18c9.wav,10
clip_2e6478fa3.wav,10
clip_7728f1dc8.wav,10
clip_a5885c238.wav,11
clip_be0cb6fb0.wav,11
clip_4a31a6c3e.wav,11
clip_517368025.wav,0
clip_82747cabb.wav,10
clip_bbfe5892d.wav,10
clip_640638809.wav,10
clip_be1a3c73f.wav,10
clip_2a0ff11cf.wav,10
clip_6b8811327.wav,6
clip_a86e5852c.wav,10
clip_1842d803a.wav,10
clip_3b7f7c5c5.wav,10
clip_e5b518f28.wav,11
clip_97ba10cc7.wav,11
clip_c29ed01d0.wav,11
clip_a9cc2983a.wav,7
clip_7455036b0.wav,10
clip_b1484b632.wav,10
clip_d17504d53.wav,3
clip_7775855d8.wav,10
clip_fc25d358a.wav,10
clip_6b65b9f4a.wav,7
clip_a2c584ab2.wav,7
clip_9ae2dd92a.wav,11
clip_4254743cd.wav,11
clip_6be0c9a0f.wav,11
clip_50436b69d.wav,11
clip_d8755f325.wav,10
clip_332dc45f4.wav,11
clip_ec2896470.wav,10
clip_9422130f6.wav,11
clip_e501e9b87.wav,3
clip_3700be063.wav,10
clip_c00c55398.wav,10
clip_1595fa472.wav,11
clip_afee8d3c8.wav,11
clip_6b6845832.wav,10
clip_95c756788.wav,10
clip_71f0c9cd9.wav,10
clip_a0a0ba085.wav,10
clip_062fd165f.wav,11
clip_db637e5ff.wav,11
clip_70656028f.wav,0
clip_77e85ac33.wav,10
clip_f2cd5fcea.wav,11
clip_97e2e9b02.wav,7
clip_90fb4334b.wav,7
clip_bff11a55a.wav,11
clip_082d56860.wav,10
clip_4830530f5.wav,7
clip_031427150.wav,10
clip_45ad1cb6c.wav,11
clip_dc05137d8.wav,11
clip_d94845d6b.wav,10
clip_9d0bd63fb.wav,11
clip_7cc872fcd.wav,11
clip_f293c3a7b.wav,10
clip_1f3c35a8f.wav,6
clip_b8c88bb41.wav,10
clip_b00351add.wav,10
clip_414d3ffb4.wav,10
clip_1eead7721.wav,10
clip_daf6aad2d.wav,7
clip_0b04a0f97.wav,10
clip_a5e2a6d3c.wav,10
clip_4bc9e611b.wav,11
clip_66f1d13ea.wav,10
clip_93d3ae7cf.wav,11
clip_98bba1491.wav,11
clip_cb4d0ccb7.wav,10
clip_80fdb0c6e.wav,3
clip_b66a528cb.wav,10
clip_3841f599e.wav,11
clip_5f33468f7.wav,3
clip_7f0707282.wav,10
clip_079bbd8c8.wav,11
clip_7b06f3fc0.wav,11
clip_395d547c0.wav,11
clip_6410564b0.wav,7
clip_1db8e8f6c.wav,11
clip_3c9209afd.wav,11
clip_7ec8698a8.wav,10
clip_681599136.wav,10
clip_c32b341bd.wav,7
clip_bcafc93af.wav,11
clip_3448de1a1.wav,10
clip_aec375299.wav,10
clip_549c22a98.wav,10
clip_c6974b90f.wav,10
clip_580431b7b.wav,11
clip_ce7e74704.wav,11
clip_cffeb1a92.wav,9
clip_5188d4b05.wav,3
clip_2194ec136.wav,10
clip_cfafc080a.wav,6
clip_9464a652a.wav,10
clip_4387a8e22.wav,10
clip_9da4fc3fd.wav,10
clip_02d0e0d67.wav,10
clip_a5b13337b.wav,11
clip_602143530.wav,10
clip_4279d81aa.wav,10
clip_43cd8d43b.wav,10
clip_9d2f64f81.wav,10
clip_b92ecafdd.wav,10
clip_5159806a9.wav,11
clip_830d740b5.wav,10
clip_4f10a3565.wav,10
clip_957509abd.wav,10
clip_88a70e7c4.wav,7
clip_bb310da61.wav,11
clip_658cf9414.wav,10
clip_07c2ae9bb.wav,11
clip_bd6309015.wav,11
clip_708b0fd4a.wav,11
clip_3599ea587.wav,11
clip_16b560986.wav,11
clip_37a4db8a7.wav,11
clip_d0fb457ce.wav,11
clip_11735f132.wav,10
clip_54f623d43.wav,10
clip_e5b43597f.wav,7
clip_864a05d4d.wav,11
clip_6ea58db13.wav,11
clip_98a564fbe.wav,11
clip_746da9436.wav,11
clip_288d2f85e.wav,0
clip_9b8baa4e2.wav,11
clip_d282847fd.wav,11
clip_06c3e3dbc.wav,11
clip_47d777945.wav,10
clip_7f336b01d.wav,11
clip_8e89bb015.wav,10
clip_a3e5509bb.wav,10
clip_643a1d871.wav,10
clip_113f76b91.wav,11
clip_068caba7c.wav,10
clip_46b4eed82.wav,10
clip_b57557e36.wav,10
clip_4b79e9a18.wav,10
clip_a2e611c7d.wav,11
clip_239f0ae70.wav,11
clip_308895d4c.wav,11
clip_4f834adde.wav,10
clip_c0bbaeb79.wav,10
clip_22adba78d.wav,11
clip_66cf06fb4.wav,10
