fname,label
clip_8ca02c606.wav,11
clip_36bb12828.wav,3
clip_ae844e704.wav,10
clip_e6dfced2d.wav,11
clip_b9dcca0a6.wav,10
clip_42fb95350.wav,11
clip_ff8e7b276.wav,11
clip_5bc8a8024.wav,11
clip_07810ba6c.wav,10
clip_da2507f5e.wav,10
clip_29ad9d970.wav,10
clip_4212c4bd8.wav,11
clip_177387d48.wav,11
clip_91319d5a4.wav,10
clip_d2bdb7a23.wav,10
clip_0a99d8bed.wav,11
clip_e96097703.wav,11
clip_b821dc64d.wav,11
clip_56d2e37b4.wav,11
clip_8a063808d.wav,10
clip_fdbdc4968.wav,11
clip_82d7d256f.wav,11
clip_fdecbe3c0.wav,10
clip_6394ca5df.wav,11
clip_4a1b5c90e.wav,10
clip_9fd86bde3.wav,10
clip_5694126a1.wav,0
clip_d683cd856.wav,11
clip_c95a53cb4.wav,7
clip_4ed5fabf3.wav,10
clip_0d5f277cf.wav,10
clip_1efcd670b.wav,10
clip_1b8449ad8.wav,11
clip_f2137f239.wav,11
clip_28690e06f.wav,11
clip_ff9ac1e0e.wav,11
clip_6717db442.wav,11
clip_7dd60ee4a.wav,10
clip_43f760f37.wav,7
clip_27f4efc6e.wav,10
clip_9f78f11df.wav,10
clip_9422c0645.wav,11
clip_15330e0fd.wav,7
clip_d982ce263.wav,11
clip_c11d5a4bc.wav,10
clip_33aa8538e.wav,11
clip_c570cf1d2.wav,11
clip_ffe20c97b.wav,11
clip_70387f851.wav,10
clip_6dec0791a.wav,11
clip_099ff0c6d.wav,11
clip_c0044ed40.wav,10
clip_9dac6e626.wav,11
clip_ad2c40f13.wav,11
clip_de49088f6.wav,10
clip_18d2132a7.wav,7
clip_14f1304c2.wav,7
clip_cfc5f8395.wav,9
clip_86ff6bcf0.wav,11
clip_46297583d.wav,10
clip_574caaff2.wav,11
clip_c52980d2e.wav,10
clip_a1a6e1774.wav,10
clip_ded0ad486.wav,7
clip_a87b8dbe9.wav,10
clip_0e5438083.wav,10
clip_9e79840b7.wav,11
clip_c1dc27502.wav,10
clip_3689c6548.wav,10
clip_5bd69257e.wav,11
clip_f196f27d5.wav,11
clip_46f4f5575.wav,10
clip_9683ad89b.wav,3
clip_cfdd1df53.wav,10
clip_bb7b5f68b.wav,11
clip_f849e34cc.wav,10
clip_be060c17c.wav,7
clip_ed9f7a1ab.wav,10
clip_24761f997.wav,7
clip_9369815a4.wav,11
clip_1e58fbecc.wav,10
clip_87e7fdec4.wav,11
clip_2702c3bdb.wav,11
clip_5e47dea43.wav,10
clip_a487affc9.wav,7
clip_6cdf8ccc7.wav,7
clip_dcf3c5915.wav,5
clip_f90a4a126.wav,10
clip_9f576966c.wav,10
clip_7d1bab65e.wav,10
clip_4bfb400af.wav,10
clip_18abcf5dc.wav,10
clip_b855c9d8f.wav,11
clip_56d410849.wav,10
clip_953819972.wav,11
clip_d78b22be6.wav,10
clip_e1e9a7369.wav,10
clip_1a3c5e5c7.wav,11
clip_6580eeb70.wav,11
clip_3174ad383.wav,10
clip_ed1007e6a.wav,6
clip_6e745e4f0.wav,11
clip_0bb78dbd4.wav,11
clip_eed9de314.wav,10
clip_a9c49d069.wav,7
clip_5b52375b7.wav,10
clip_8ce60085b.wav,9
clip_454c379ec.wav,11
clip_5ce2162c9.wav,11
clip_a58029405.wav,10
clip_ccebaefe2.wav,10
clip_e40d3f8bc.wav,10
clip_b8895c618.wav,10
clip_5708b7ee4.wav,3
clip_27d7de709.wav,10
clip_26f346574.wav,10
clip_4ca1b8237.wav,11
clip_043f9d7c3.wav,10
clip_64c5c1e64.wav,3
clip_9c0359a04.wav,10
clip_d7dfff080.wav,10
clip_13c4c45db.wav,11
clip_6f88bc2ae.wav,11
clip_08887eaea.wav,6
clip_008765519.wav,10
clip_1a8cf6454.wav,11
clip_445001661.wav,10
clip_25c2cfc08.wav,10
clip_b3bbefb37.wav,11
clip_b81b98bfb.wav,11
clip_0dad074b4.wav,11
clip_4587a0c69.wav,10
clip_220d26a3a.wav,6
clip_d9c446d45.wav,5
clip_33170f190.wav,10
clip_ee80d5f38.wav,10
clip_229fcbeee.wav,10
clip_0e6d73539.wav,10
clip_f67e38baf.wav,7
clip_908a7561c.wav,7
clip_adb36eca1.wav,10
clip_28da9d6d8.wav,11
clip_fbef0d7d3.wav,10
clip_ed7d6c2d5.wav,11
clip_77e9992a5.wav,11
clip_37545c583.wav,10
clip_e1f461f53.wav,10
clip_2d3ece22d.wav,11
clip_716635932.wav,9
clip_aee1f3e88.wav,11
clip_dce3ad53e.wav,10
clip_9ed4ebf42.wav,11
clip_2bd6a35dd.wav,9
clip_f81cc6ae3.wav,11
