fname,label
clip_4837c056e.wav,10
clip_a47b8a963.wav,11
clip_2f94aa567.wav,7
clip_4ea4e4915.wav,11
clip_a2ea56a60.wav,11
clip_448beac51.wav,5
clip_3c95ad565.wav,10
clip_44fc1d4a6.wav,10
clip_1ba29b6e4.wav,11
clip_680a40909.wav,7
clip_597380e89.wav,11
clip_b2f5833ba.wav,10
clip_672f5c617.wav,11
clip_05315cc8c.wav,10
clip_d509df1e7.wav,3
clip_0cbe62052.wav,10
clip_92bb82296.wav,10
clip_2cf7796b6.wav,6
clip_075980b54.wav,10
clip_db36639e9.wav,11
clip_115bf6a57.wav,11
clip_5a8e06c1c.wav,7
clip_ebfbbee6c.wav,10
clip_220a1947f.wav,10
clip_891591281.wav,7
clip_6c153aa81.wav,11
clip_331cad7dd.wav,11
clip_bc0c12060.wav,10
clip_0c82e816a.wav,11
clip_45fcae89f.wav,10
clip_1f427b1d6.wav,11
clip_c07259d91.wav,11
clip_e90971f40.wav,10
clip_ee2ef6dc5.wav,11
clip_8bed57231.wav,7
clip_f769d252a.wav,11
clip_b465457a8.wav,10
clip_aa370d72c.wav,11
clip_8220f257c.wav,11
clip_bd64b24cb.wav,11
clip_e8ccd5f75.wav,11
clip_4db855f2f.wav,11
clip_9efb679aa.wav,10
clip_ed81e0c77.wav,11
clip_e3f149d78.wav,10
clip_351b0818a.wav,6
clip_21ea75dbd.wav,11
clip_a0dad1e79.wav,3
clip_1ec51d3a1.wav,10
clip_544758df9.wav,7
clip_25eec0fcc.wav,10
clip_255eb51ae.wav,10
clip_b728ea849.wav,11
clip_7ade6ceba.wav,11
clip_049d5bcf0.wav,10
clip_bada185e3.wav,11
clip_8f7b36756.wav,11
clip_99dd24049.wav,10
clip_0d5c02cf3.wav,11
clip_ba23c76f0.wav,10
clip_eadf66859.wav,11
clip_c9b78ce26.wav,10
clip_55f4dba87.wav,10
clip_864c34cc4.wav,10
clip_659096b6f.wav,10
clip_659be71cf.wav,10
clip_adc37082f.wav,7
clip_5ee75b8ef.wav,10
clip_9ec08771d.wav,10
clip_3dc81d2bf.wav,10
clip_21d383837.wav,11
clip_42cbca211.wav,11
clip_9d9f8d001.wav,11
clip_3a274a001.wav,11
clip_45b8715dd.wav,11
clip_48271e577.wav,7
clip_8e94e96bc.wav,11
clip_01e54b144.wav,7
clip_0bea565cf.wav,10
clip_d59f10757.wav,10
clip_dc50d20e4.wav,10
clip_359328f1b.wav,10
clip_7120eb962.wav,11
clip_8fae8905a.wav,10
clip_dfdf57298.wav,10
clip_6669790e5.wav,11
clip_8fd347a11.wav,10
clip_efcd0d5f0.wav,11
clip_774b2d7d5.wav,7
clip_3bfcb4fb2.wav,10
clip_d0c0c5c0c.wav,7
clip_7fd4a1007.wav,11
clip_d9fedce2d.wav,11
clip_f2d1e0210.wav,10
clip_42f31c713.wav,10
clip_ce1a2a523.wav,3
clip_28b8cc318.wav,10
clip_c8d4d1aef.wav,11
clip_a5928a0a8.wav,11
clip_27dd0bf61.wav,11
clip_4480386db.wav,10
clip_ef2ffbe26.wav,10
clip_ccac509de.wav,10
clip_1295e0ea3.wav,11
clip_2eabf29d9.wav,10
clip_561fa4125.wav,10
clip_3334f26da.wav,7
clip_05b0a9fad.wav,11
clip_97e8343fd.wav,10
clip_43b6e74c5.wav,10
clip_5dad8733a.wav,10
clip_cc439f015.wav,11
clip_c02726802.wav,11
clip_40939a5ff.wav,7
clip_47aaf5672.wav,11
clip_4e347f6ef.wav,10
clip_904455a2e.wav,11
clip_f8ca621bc.wav,11
clip_21f92e6d4.wav,10
clip_cc7de01c4.wav,10
clip_dccdef9d8.wav,11
clip_f19af09d9.wav,10
clip_cbed1cda6.wav,10
clip_9b42e65b4.wav,10
clip_25fc51855.wav,10
clip_1f4378526.wav,10
clip_ce01a1f34.wav,11
clip_fdaf4106a.wav,0
clip_cd390e500.wav,11
clip_39c39572b.wav,10
clip_34003034a.wav,11
clip_80690d66a.wav,7
clip_1b8c9a803.wav,11
clip_281085da9.wav,11
clip_a48e71f57.wav,10
clip_35000ed78.wav,11
clip_a8fa8a5f3.wav,11
clip_498559a3c.wav,10
clip_7f9a227f6.wav,7
clip_d088e44ae.wav,10
clip_b513df6c1.wav,7
clip_de0fb50a4.wav,10
clip_b7d1527f8.wav,6
clip_1dc59e195.wav,7
clip_2d0a2f3de.wav,10
clip_ac847dadb.wav,11
clip_23d974d52.wav,11
clip_530c8e9ea.wav,10
clip_614ac8bfb.wav,11
clip_10915dfe1.wav,7
